ArticleItem;LT_Revision;Product Group;Installation;Optic;Beam & Material;Modulation;Power Supply;/;Lampcolor;Length;Light Direct;Light Indirect;Driver;Trough wiring;Colour;LLMF 50kh;Error Code;Luminous flux (lumen);Power (Watt);Power factor;Luminous flux uplight;Luminous flux downlight;UGR;Shielding angle C0;Shielding angle C90;Number of drivers
V3WDJ0M/N6M0D0X1;_LTRevAA;V3;W;D;J;0;M;/;N;6;M;0;D;0;X1;0.980253136;0;4350;56;0.94;0;4350;25;85;85;1
V3WDJ0M/N6M0D0X2;_LTRevAA;V3;W;D;J;0;M;/;N;6;M;0;D;0;X2;0.980253136;0;4350;56;0.94;0;4350;25;85;85;1
V3WDJ0M/N6MMD0X0;_LTRevAA;V3;W;D;J;0;M;/;N;6;M;M;D;0;X0;0;16;9800;13;0.97;5450;4350;22;80;80;2
V3WDJ0M/N6MMD0X1;_LTRevAA;V3;W;D;J;0;M;/;N;6;M;M;D;0;X1;0;16;9800;13;0.97;5450;4350;22;80;80;2
V3WDJ0M/N6MMD0X2;_LTRevAA;V3;W;D;J;0;M;/;N;6;M;M;D;0;X2;0;16;9800;13;0.97;5450;4350;22;80;80;2
V3WDJ0M/N7L0D0X0;_LTRevAA;V3;W;D;J;0;M;/;N;7;L;0;D;0;X0;0.987364509;32768;2850;24;0.89;0;2850;25;85;85;1
V3WDJ0M/N7L0D0X1;_LTRevAA;V3;W;D;J;0;M;/;N;7;L;0;D;0;X1;0.987364509;32768;2850;24;0.89;0;2850;25;85;85;1
V3WDJ0M/N7L0D0X2;_LTRevAA;V3;W;D;J;0;M;/;N;7;L;0;D;0;X2;0.987364509;32768;2850;24;0.89;0;2850;25;85;85;1
V3WDJ0M/N7LLD0X0;_LTRevAA;V3;W;D;J;0;M;/;N;7;L;L;D;0;X0;0;16;6450;18;0.96;3600;2850;19;80;80;2
V3WDJ0M/N7LLD0X1;_LTRevAA;V3;W;D;J;0;M;/;N;7;L;L;D;0;X1;0;16;6450;18;0.96;3600;2850;19;80;80;2
V3WDJ0M/N7LLD0X2;_LTRevAA;V3;W;D;J;0;M;/;N;7;L;L;D;0;X2;0;16;6450;18;0.96;3600;2850;19;80;80;2
V3WDJ0M/N7M0D0X0;_LTRevAA;V3;W;D;J;0;M;/;N;7;M;0;D;0;X0;0.980253136;0;5050;33;0.95;0;5050;25;85;85;1
V3WDJ0M/N7M0D0X1;_LTRevAA;V3;W;D;J;0;M;/;N;7;M;0;D;0;X1;0.980253136;0;5050;33;0.95;0;5050;25;85;85;1
V3WDJ0M/N7M0D0X2;_LTRevAA;V3;W;D;J;0;M;/;N;7;M;0;D;0;X2;0.980253136;0;5050;33;0.95;0;5050;25;85;85;1
V3WDJ0M/N7MMD0X0;_LTRevAA;V3;W;D;J;0;M;/;N;7;M;M;D;0;X0;0;16;11450;22;0.98;6400;5050;22;80;80;2
V3WDJ0M/N7MMD0X1;_LTRevAA;V3;W;D;J;0;M;/;N;7;M;M;D;0;X1;0;16;11450;22;0.98;6400;5050;22;80;80;2
V3WDJ0M/N7MMD0X2;_LTRevAA;V3;W;D;J;0;M;/;N;7;M;M;D;0;X2;0;16;11450;22;0.98;6400;5050;22;80;80;2
V3WDJ0M/N8L0D0X0;_LTRevAA;V3;W;D;J;0;M;/;N;8;L;0;D;0;X0;0.987364509;0;3250;39;0.9;0;3250;25;85;85;1
V3WDJ0M/N8L0D0X1;_LTRevAA;V3;W;D;J;0;M;/;N;8;L;0;D;0;X1;0.987364509;0;3250;39;0.9;0;3250;25;85;85;1
V3WDJ0M/N8L0D0X2;_LTRevAA;V3;W;D;J;0;M;/;N;8;L;0;D;0;X2;0.987364509;0;3250;39;0.9;0;3250;25;85;85;1
V3WDJ0M/N8LLD0X0;_LTRevAA;V3;W;D;J;0;M;/;N;8;L;L;D;0;X0;0;16;7350;27;0.96;4100;3250;19;80;80;2
V3WDJ0M/N8LLD0X1;_LTRevAA;V3;W;D;J;0;M;/;N;8;L;L;D;0;X1;0;16;7350;27;0.96;4100;3250;19;80;80;2
V3WDJ0M/N8LLD0X2;_LTRevAA;V3;W;D;J;0;M;/;N;8;L;L;D;0;X2;0;16;7350;27;0.96;4100;3250;19;80;80;2
V3WDJ0M/N8M0D0X0;_LTRevAA;V3;W;D;J;0;M;/;N;8;M;0;D;0;X0;0.980253136;0;5800;48;0.96;0;5800;25;85;85;1
V3WDJ0M/N8M0D0X1;_LTRevAA;V3;W;D;J;0;M;/;N;8;M;0;D;0;X1;0.980253136;0;5800;48;0.96;0;5800;25;85;85;1
V3WDJ0M/N8M0D0X2;_LTRevAA;V3;W;D;J;0;M;/;N;8;M;0;D;0;X2;0.980253136;0;5800;48;0.96;0;5800;25;85;85;1
V3WDJ0M/N8MMD0X0;_LTRevAA;V3;W;D;J;0;M;/;N;8;M;M;D;0;X0;0;16;13050;31;0.98;7300;5800;22;80;80;2
V3WDJ0M/N8MMD0X1;_LTRevAA;V3;W;D;J;0;M;/;N;8;M;M;D;0;X1;0;16;13050;31;0.98;7300;5800;22;80;80;2
V3WDJ0M/N8MMD0X2;_LTRevAA;V3;W;D;J;0;M;/;N;8;M;M;D;0;X2;0;16;13050;31;0.98;7300;5800;22;80;80;2
V3WDJ0M/N9L0D0X0;_LTRevAA;V3;W;D;J;0;M;/;N;9;L;0;D;0;X0;0.987364509;0;3650;56;0.92;0;3650;25;85;85;1
V3WDJ0M/N9L0D0X1;_LTRevAA;V3;W;D;J;0;M;/;N;9;L;0;D;0;X1;0.987364509;0;3650;56;0.92;0;3650;25;85;85;1
V3WDJ0M/N9L0D0X2;_LTRevAA;V3;W;D;J;0;M;/;N;9;L;0;D;0;X2;0.987364509;0;3650;56;0.92;0;3650;25;85;85;1
V3WDJ0M/N9LLD0X0;_LTRevAA;V3;W;D;J;0;M;/;N;9;L;L;D;0;X0;0;16;8250;13;0.97;4600;3650;19;80;80;2
V3WDJ0M/N9LLD0X1;_LTRevAA;V3;W;D;J;0;M;/;N;9;L;L;D;0;X1;0;16;8250;13;0.97;4600;3650;19;80;80;2
V3WDJ0M/N9LLD0X2;_LTRevAA;V3;W;D;J;0;M;/;N;9;L;L;D;0;X2;0;16;8250;13;0.97;4600;3650;19;80;80;2
V3WDJ0M/N9M0D0X0;_LTRevAA;V3;W;D;J;0;M;/;N;9;M;0;D;0;X0;0.980253136;0;6500;24;0.96;0;6500;25;85;85;1
V3WDJ0M/N9M0D0X1;_LTRevAA;V3;W;D;J;0;M;/;N;9;M;0;D;0;X1;0.980253136;0;6500;24;0.96;0;6500;25;85;85;1
V3WDJ0M/N9M0D0X2;_LTRevAA;V3;W;D;J;0;M;/;N;9;M;0;D;0;X2;0.980253136;0;6500;24;0.96;0;6500;25;85;85;1
V3WDJ0M/N9MMD0X0;_LTRevAA;V3;W;D;J;0;M;/;N;9;M;M;D;0;X0;0;16;14700;18;0.98;8200;6500;22;80;80;2
V3WDJ0M/N9MMD0X1;_LTRevAA;V3;W;D;J;0;M;/;N;9;M;M;D;0;X1;0;16;14700;18;0.98;8200;6500;22;80;80;2
V3WDJ0M/N9MMD0X2;_LTRevAA;V3;W;D;J;0;M;/;N;9;M;M;D;0;X2;0;16;14700;18;0.98;8200;6500;22;80;80;2
V3WDJ0M/W0L0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;0;L;0;D;0;X0;0.986655499;512;3900;32;0.93;0;3900;25;85;85;1
V3WDJ0M/W0L0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;0;L;0;D;0;X1;0.986655499;512;3900;32;0.93;0;3900;25;85;85;1
V3WDJ0M/W0L0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;0;L;0;D;0;X2;0.986655499;512;3900;32;0.93;0;3900;25;85;85;1
V3WDJ0M/W0LLD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;0;L;L;D;0;X0;0;16;8800;22;0.97;4900;3900;19;80;80;2
V3WDJ0M/W0LLD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;0;L;L;D;0;X1;0;16;8800;22;0.97;4900;3900;19;80;80;2
V3WDJ0M/W0LLD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;0;L;L;D;0;X2;0;16;8800;22;0.97;4900;3900;19;80;80;2
V3WDJ0M/W0M0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;0;M;0;D;0;X0;0.978337989;512;6950;39;0.97;0;6950;25;85;85;1
V3WDJ0M/W0M0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;0;M;0;D;0;X1;0.978337989;512;6950;39;0.97;0;6950;25;85;85;1
V3WDJ0M/W0M0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;0;M;0;D;0;X2;0.978337989;512;6950;39;0.97;0;6950;25;85;85;1
V3WDJ0M/W0MMD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;0;M;M;D;0;X0;0;16;15700;27;0.99;8750;6950;22;80;80;2
V3WDJ0M/W0MMD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;0;M;M;D;0;X1;0;16;15700;27;0.99;8750;6950;22;80;80;2
V3WDJ0M/W0MMD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;0;M;M;D;0;X2;0;16;15700;27;0.99;8750;6950;22;80;80;2
V3WDJ0M/W3M0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;3;M;0;D;0;X0;0.978337989;32768;2100;48;0.85;0;2100;25;85;85;1
V3WDJ0M/W3M0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;3;M;0;D;0;X1;0.978337989;32768;2100;48;0.85;0;2100;25;85;85;1
V3WDJ0M/W3M0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;3;M;0;D;0;X2;0.978337989;32768;2100;48;0.85;0;2100;25;85;85;1
V3WDJ0M/W4L0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;4;L;0;D;0;X0;0.986655499;33792;1550;31;0.78;0;1550;25;85;85;1
V3WDJ0M/W4L0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;4;L;0;D;0;X1;0.986655499;33792;1550;31;0.78;0;1550;25;85;85;1
V3WDJ0M/W4L0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;4;L;0;D;0;X2;0.986655499;33792;1550;31;0.78;0;1550;25;85;85;1
V3WDJ0M/W4LLD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;4;L;L;D;0;X0;0.983625448;0;3550;56;0.9;1950;1550;19;80;80;1
V3WDJ0M/W4LLD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;4;L;L;D;0;X1;0.983625448;0;3550;56;0.9;1950;1550;19;80;80;1
V3WDJ0M/W4LLD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;4;L;L;D;0;X2;0.983625448;0;3550;56;0.9;1950;1550;19;80;80;1
V3WDJ0M/W4M0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;4;M;0;D;0;X0;0.978337989;32768;2750;13;0.89;0;2750;25;85;85;1
V3WDJ0M/W4M0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;4;M;0;D;0;X1;0.978337989;32768;2750;13;0.89;0;2750;25;85;85;1
V3WDJ0M/W4M0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;4;M;0;D;0;X2;0.978337989;32768;2750;13;0.89;0;2750;25;85;85;1
V3WDJ0M/W4MMD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;4;M;M;D;0;X0;0.968602204;0;6250;18;0.96;3500;2750;22;80;80;1
V3WDJ0M/W4MMD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;4;M;M;D;0;X1;0.968602204;0;6250;18;0.96;3500;2750;22;80;80;1
V3WDJ0M/W4MMD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;4;M;M;D;0;X2;0.968602204;0;6250;18;0.96;3500;2750;22;80;80;1
V3WDJ0M/W5L0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;5;L;0;D;0;X0;0.986655499;32768;1950;22;0.83;0;1950;25;85;85;1
V3WDJ0M/W5L0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;5;L;0;D;0;X1;0.986655499;32768;1950;22;0.83;0;1950;25;85;85;1
V3WDJ0M/W5L0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;5;L;0;D;0;X2;0.986655499;32768;1950;22;0.83;0;1950;25;85;85;1
V3WDJ0M/W5LLD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;5;L;L;D;0;X0;0.983625448;512;4400;27;0.93;2450;1950;19;80;80;1
V3WDJ0M/W5LLD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;5;L;L;D;0;X1;0.983625448;512;4400;27;0.93;2450;1950;19;80;80;1
V3WDJ0M/W5LLD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;5;L;L;D;0;X2;0.983625448;512;4400;27;0.93;2450;1950;19;80;80;1
V3WDJ0M/W5M0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;5;M;0;D;0;X0;0.978337989;0;3450;32;0.92;0;3450;25;85;85;1
V3WDJ0M/W5M0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;5;M;0;D;0;X1;0.978337989;0;3450;32;0.92;0;3450;25;85;85;1
V3WDJ0M/W5M0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;5;M;0;D;0;X2;0.978337989;0;3450;32;0.92;0;3450;25;85;85;1
V3WDJ0M/W5MMD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;5;M;M;D;0;X0;0.968602204;512;7850;13;0.97;4400;3450;22;80;80;1
V3WDJ0M/W5MMD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;5;M;M;D;0;X1;0.968602204;512;7850;13;0.97;4400;3450;22;80;80;1
V3WDJ0M/W5MMD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;5;M;M;D;0;X2;0.968602204;512;7850;13;0.97;4400;3450;22;80;80;1
V3WDJ0M/W6L0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;6;L;0;D;0;X0;0.986655499;32768;2350;18;0.86;0;2350;25;85;85;1
V3WDJ0M/W6L0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;6;L;0;D;0;X1;0.986655499;32768;2350;18;0.86;0;2350;25;85;85;1
V3WDJ0M/W6L0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;6;L;0;D;0;X2;0.986655499;32768;2350;18;0.86;0;2350;25;85;85;1
V3WDJ0M/W6LLD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;6;L;L;D;0;X0;0;16;5300;22;0.95;2950;2350;19;80;80;2
V3WDJ0M/W6LLD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;6;L;L;D;0;X1;0;16;5300;22;0.95;2950;2350;19;80;80;2
V3WDJ0M/W6LLD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;6;L;L;D;0;X2;0;16;5300;22;0.95;2950;2350;19;80;80;2
V3WDJ0M/W6M0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;6;M;0;D;0;X0;0.978337989;0;4150;27;0.94;0;4150;25;85;85;1
V3WDJ0M/W6M0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;6;M;0;D;0;X1;0.978337989;0;4150;27;0.94;0;4150;25;85;85;1
V3WDJ0M/W6M0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;6;M;0;D;0;X2;0.978337989;0;4150;27;0.94;0;4150;25;85;85;1
V3WDJ0M/W6MMD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;6;M;M;D;0;X0;0;16;9400;32;0.97;5250;4150;22;80;80;2
V3WDJ0M/W6MMD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;6;M;M;D;0;X1;0;16;9400;32;0.97;5250;4150;22;80;80;2
V3WDJ0M/W6MMD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;6;M;M;D;0;X2;0;16;9400;32;0.97;5250;4150;22;80;80;2
V3WDJ0M/W7L0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;7;L;0;D;0;X0;0.986655499;32768;2750;13;0.89;0;2750;25;85;85;1
V3WDJ0M/W7L0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;7;L;0;D;0;X1;0.986655499;32768;2750;13;0.89;0;2750;25;85;85;1
V3WDJ0M/W7L0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;7;L;0;D;0;X2;0.986655499;32768;2750;13;0.89;0;2750;25;85;85;1
V3WDJ0M/W7LLD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;7;L;L;D;0;X0;0;16;6150;18;0.96;3450;2750;19;80;80;2
V3WDJ0M/W7LLD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;7;L;L;D;0;X1;0;16;6150;18;0.96;3450;2750;19;80;80;2
V3WDJ0M/W7LLD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;7;L;L;D;0;X2;0;16;6150;18;0.96;3450;2750;19;80;80;2
V3WDJ0M/W7M0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;7;M;0;D;0;X0;0.978337989;0;4850;22;0.95;0;4850;25;85;85;1
V3WDJ0M/W7M0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;7;M;0;D;0;X1;0.978337989;0;4850;22;0.95;0;4850;25;85;85;1
V3WDJ0M/W7M0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;7;M;0;D;0;X2;0.978337989;0;4850;22;0.95;0;4850;25;85;85;1
V3WDJ0M/W7MMD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;7;M;M;D;0;X0;0;16;10950;27;0.98;6150;4850;22;80;80;2
V3WDJ0M/W7MMD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;7;M;M;D;0;X1;0;16;10950;27;0.98;6150;4850;22;80;80;2
V3WDJ0M/W7MMD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;7;M;M;D;0;X2;0;16;10950;27;0.98;6150;4850;22;80;80;2
V3WDJ0M/W8L0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;8;L;0;D;0;X0;0.986655499;0;3100;32;0.9;0;3100;25;85;85;1
V3WDJ0M/W8L0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;8;L;0;D;0;X1;0.986655499;0;3100;32;0.9;0;3100;25;85;85;1
V3WDJ0M/W8L0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;8;L;0;D;0;X2;0.986655499;0;3100;32;0.9;0;3100;25;85;85;1
V3WDJ0M/W8LLD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;8;L;L;D;0;X0;0;16;7050;13;0.96;3950;3100;19;80;80;2
V3WDJ0M/W8LLD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;8;L;L;D;0;X1;0;16;7050;13;0.96;3950;3100;19;80;80;2
V3WDJ0M/W8LLD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;8;L;L;D;0;X2;0;16;7050;13;0.96;3950;3100;19;80;80;2
V3WDJ0M/W8M0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;8;M;0;D;0;X0;0.978337989;0;5550;18;0.96;0;5550;25;85;85;1
V3WDJ0M/W8M0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;8;M;0;D;0;X1;0.978337989;0;5550;18;0.96;0;5550;25;85;85;1
V3WDJ0M/W8M0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;8;M;0;D;0;X2;0.978337989;0;5550;18;0.96;0;5550;25;85;85;1
V3WDJ0M/W8MMD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;8;M;M;D;0;X0;0;16;12550;22;0.98;7000;5550;22;80;80;2
V3WDJ0M/W8MMD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;8;M;M;D;0;X1;0;16;12550;22;0.98;7000;5550;22;80;80;2
V3WDJ0M/W8MMD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;8;M;M;D;0;X2;0;16;12550;22;0.98;7000;5550;22;80;80;2
V3WDJ0M/W9L0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;9;L;0;D;0;X0;0.986655499;0;3500;27;0.92;0;3500;25;85;85;1
V3WDJ0M/W9L0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;9;L;0;D;0;X1;0.986655499;0;3500;27;0.92;0;3500;25;85;85;1
V3WDJ0M/W9L0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;9;L;0;D;0;X2;0.986655499;0;3500;27;0.92;0;3500;25;85;85;1
V3WDJ0M/W9LLD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;9;L;L;D;0;X0;0;16;7950;32;0.97;4400;3500;19;80;80;2
V3WDJ0M/W9LLD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;9;L;L;D;0;X1;0;16;7950;32;0.97;4400;3500;19;80;80;2
V3WDJ0M/W9LLD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;9;L;L;D;0;X2;0;16;7950;32;0.97;4400;3500;19;80;80;2
V3WDJ0M/W9M0D0X0;_LTRevAA;V3;W;D;J;0;M;/;W;9;M;0;D;0;X0;0.978337989;0;6250;13;0.96;0;6250;25;85;85;1
V3WDJ0M/W9M0D0X1;_LTRevAA;V3;W;D;J;0;M;/;W;9;M;0;D;0;X1;0.978337989;0;6250;13;0.96;0;6250;25;85;85;1
V3WDJ0M/W9M0D0X2;_LTRevAA;V3;W;D;J;0;M;/;W;9;M;0;D;0;X2;0.978337989;0;6250;13;0.96;0;6250;25;85;85;1
V3WDJ0M/W9MMD0X0;_LTRevAA;V3;W;D;J;0;M;/;W;9;M;M;D;0;X0;0;16;14100;18;0.98;7900;6250;22;80;80;2
V3WDJ0M/W9MMD0X1;_LTRevAA;V3;W;D;J;0;M;/;W;9;M;M;D;0;X1;0;16;14100;18;0.98;7900;6250;22;80;80;2
V3WDJ0M/W9MMD0X2;_LTRevAA;V3;W;D;J;0;M;/;W;9;M;M;D;0;X2;0;16;14100;18;0.98;7900;6250;22;80;80;2
V3WDJ1M/N0L0D5X0;_LTRevAA;V3;W;D;J;1;M;/;N;0;L;0;D;5;X0;0.987364509;512;4050;22;0.93;0;4050;25;85;85;1
V3WDJ1M/N0L0D5X1;_LTRevAA;V3;W;D;J;1;M;/;N;0;L;0;D;5;X1;0.987364509;512;4050;22;0.93;0;4050;25;85;85;1
V3WDJ1M/N0L0D5X2;_LTRevAA;V3;W;D;J;1;M;/;N;0;L;0;D;5;X2;0.987364509;512;4050;22;0.93;0;4050;25;85;85;1
V3WDJ1M/N0LLD5X0;_LTRevAA;V3;W;D;J;1;M;/;N;0;L;L;D;5;X0;0;16;9200;27;0.97;5100;4050;19;80;80;2
V3WDJ1M/N0LLD5X1;_LTRevAA;V3;W;D;J;1;M;/;N;0;L;L;D;5;X1;0;16;9200;27;0.97;5100;4050;19;80;80;2
V3WDJ1M/N0LLD5X2;_LTRevAA;V3;W;D;J;1;M;/;N;0;L;L;D;5;X2;0;16;9200;27;0.97;5100;4050;19;80;80;2
V3WDJ1M/N0M0D5X0;_LTRevAA;V3;W;D;J;1;M;/;N;0;M;0;D;5;X0;0.980253136;512;7200;32;0.97;0;7200;25;85;85;1
V3WDJ1M/N0M0D5X1;_LTRevAA;V3;W;D;J;1;M;/;N;0;M;0;D;5;X1;0.980253136;512;7200;32;0.97;0;7200;25;85;85;1
V3WDJ1M/N0M0D5X2;_LTRevAA;V3;W;D;J;1;M;/;N;0;M;0;D;5;X2;0.980253136;512;7200;32;0.97;0;7200;25;85;85;1
V3WDJ1M/N0MMD5X0;_LTRevAA;V3;W;D;J;1;M;/;N;0;M;M;D;5;X0;0;16;16350;13;0.99;9100;7200;22;80;80;2
V3WDJ1M/N0MMD5X1;_LTRevAA;V3;W;D;J;1;M;/;N;0;M;M;D;5;X1;0;16;16350;13;0.99;9100;7200;22;80;80;2
V3WDJ1M/N0MMD5X2;_LTRevAA;V3;W;D;J;1;M;/;N;0;M;M;D;5;X2;0;16;16350;13;0.99;9100;7200;22;80;80;2
V3WDJ1M/N3M0D5X0;_LTRevAA;V3;W;D;J;1;M;/;N;3;M;0;D;5;X0;0.980253136;32768;2200;18;0.85;0;2200;25;85;85;1
V3WDJ1M/N3M0D5X1;_LTRevAA;V3;W;D;J;1;M;/;N;3;M;0;D;5;X1;0.980253136;32768;2200;18;0.85;0;2200;25;85;85;1
V3WDJ1M/N3M0D5X2;_LTRevAA;V3;W;D;J;1;M;/;N;3;M;0;D;5;X2;0.980253136;32768;2200;18;0.85;0;2200;25;85;85;1
V3WDJ1M/N4L0D5X0;_LTRevAA;V3;W;D;J;1;M;/;N;4;L;0;D;5;X0;0.987364509;33792;1650;22;0.78;0;1650;25;85;85;1
V3WDJ1M/N4L0D5X1;_LTRevAA;V3;W;D;J;1;M;/;N;4;L;0;D;5;X1;0.987364509;33792;1650;22;0.78;0;1650;25;85;85;1
V3WDJ1M/N4L0D5X2;_LTRevAA;V3;W;D;J;1;M;/;N;4;L;0;D;5;X2;0.987364509;33792;1650;22;0.78;0;1650;25;85;85;1
V3WDJ1M/N4LLD5X0;_LTRevAA;V3;W;D;J;1;M;/;N;4;L;L;D;5;X0;0.984829738;0;3700;27;0.9;2050;1650;19;80;80;1
V3WDJ1M/N4LLD5X1;_LTRevAA;V3;W;D;J;1;M;/;N;4;L;L;D;5;X1;0.984829738;0;3700;27;0.9;2050;1650;19;80;80;1
V3WDJ1M/N4LLD5X2;_LTRevAA;V3;W;D;J;1;M;/;N;4;L;L;D;5;X2;0.984829738;0;3700;27;0.9;2050;1650;19;80;80;1
V3WDJ1M/N4M0D5X0;_LTRevAA;V3;W;D;J;1;M;/;N;4;M;0;D;5;X0;0.980253136;32768;2900;32;0.89;0;2900;25;85;85;1
V3WDJ1M/N4M0D5X1;_LTRevAA;V3;W;D;J;1;M;/;N;4;M;0;D;5;X1;0.980253136;32768;2900;32;0.89;0;2900;25;85;85;1
V3WDJ1M/N4M0D5X2;_LTRevAA;V3;W;D;J;1;M;/;N;4;M;0;D;5;X2;0.980253136;32768;2900;32;0.89;0;2900;25;85;85;1
V3WDJ1M/N4MMD5X0;_LTRevAA;V3;W;D;J;1;M;/;N;4;M;M;D;5;X0;0.972341703;0;6550;13;0.96;3650;2900;22;80;80;1
V3WDJ1M/N4MMD5X1;_LTRevAA;V3;W;D;J;1;M;/;N;4;M;M;D;5;X1;0.972341703;0;6550;13;0.96;3650;2900;22;80;80;1
V3WDJ1M/N4MMD5X2;_LTRevAA;V3;W;D;J;1;M;/;N;4;M;M;D;5;X2;0.972341703;0;6550;13;0.96;3650;2900;22;80;80;1
V3WDJ1M/N5L0D5X0;_LTRevAA;V3;W;D;J;1;M;/;N;5;L;0;D;5;X0;0.987364509;32768;2050;18;0.83;0;2050;25;85;85;1
V3WDJ1M/N5L0D5X1;_LTRevAA;V3;W;D;J;1;M;/;N;5;L;0;D;5;X1;0.987364509;32768;2050;18;0.83;0;2050;25;85;85;1
V3WDJ1M/N5L0D5X2;_LTRevAA;V3;W;D;J;1;M;/;N;5;L;0;D;5;X2;0.987364509;32768;2050;18;0.83;0;2050;25;85;85;1
V3WDJ1M/N5LLD5X0;_LTRevAA;V3;W;D;J;1;M;/;N;5;L;L;D;5;X0;0.984829738;512;4600;22;0.93;2550;2050;19;80;80;1
V3WDJ1M/N5LLD5X1;_LTRevAA;V3;W;D;J;1;M;/;N;5;L;L;D;5;X1;0.984829738;512;4600;22;0.93;2550;2050;19;80;80;1
V3WDJ1M/N5LLD5X2;_LTRevAA;V3;W;D;J;1;M;/;N;5;L;L;D;5;X2;0.984829738;512;4600;22;0.93;2550;2050;19;80;80;1
V3WDJ1M/N5M0D5X0;_LTRevAA;V3;W;D;J;1;M;/;N;5;M;0;D;5;X0;0.980253136;0;3600;27;0.92;0;3600;25;85;85;1
